source,title,abstract,authors,published_date,categories,doi,url,paper_id,word_count,journal,pubmed_id,ai_generated
pubmed,Predicting preeclampsia in early pregnancy using clinical and laboratory data via machine learning model.,"This study was performed to characterize the relationship of various laboratory test indicators with clinical information and Preeclampsia (PE) development. Then, prediction models for early-onset preeclampsia (EOPE), late-onset preeclampsia (LOPE), and preterm preeclampsia (Preterm PE) were developed using maternal characteristics and laboratory data.
Between January 2019 and December 2021, we retrospectively recruited 144 EOPE, 363 LOPE, 231 Preterm PE, and 1458 healthy participants from six hospitals. We utilized all available clinical and laboratory data obtained during routine prenatal visits in early pregnancy. The models for EOPE, LOPE, and Preterm PE were created using ensemble machine learning models with patient clinical and laboratory data.
By comparing laboratory variables between PE patients and healthy controls, we identified 7, 18, 8, 15, 7,29 laboratory markers for EOPE, LOPE, and Preterm PE, severe PE, superimposed PE, first-time PE respectively. The ensemble EOPE and LOPE models incorporating clinical and laboratory predictors outperformed the clinical factor models respectively. The ensemble EOPE model demonstrated good sensitivity (72.22%,95% confidence interval [CI]: 57.59%-86.85%) and specificity (85.25%,95% CI: 80.54%-89.97%) in distinguishing EOPE from controls in early pregnancy. Similarly, the ensemble LOPE model showed good accuracy in differentiating LOPE from healthy participants (sensitivity: 69.57%, 95% CI: 56.27%-82.86%; specificity: 85.25%, 95% CI: 80.54%-89.97%). The prediction scores demonstrated notable positive correlations with blood pressure at admission, while they showed inverse correlations with 24-hour urine protein levels and fetal growth restriction among PE patients. In conclusion, our study identified key laboratory indicators for forecasting PE. The developed models exhibited good predictive capability for assessing preeclampsia risk and severity based on clinical and laboratory data.
Not applicable.",Chen Songchang; Li Jia; Zhang Xiao; Xu Wenqiu; Qiu Zhixu; Yan Siyao; Zhao Wenrui; Zhao Zhiguang; Tian Peirun; Zhao Qiang; Zhang Qun; Chen Weiping; Li Huahua; Ruan Xiaohong; Xiao Gefei; Zhang Sufen; Hu Liqing; Qin Jie; Huang Wuyan; Li Zhongzhe; Wang Shunyao; Zhang Rui; Huang Shang; Wang Xin; Yao Yao; Ran Jian; Cheng Danling; Luo Qi; Pan Teng; Gao Ruyun; Zheng Jing; Wang Yuxuan; Liu Cong; Cao Xianling; Zhou Xuanyou; Xu Naixin; Zhang Lanlan; Han Xu; Wang Haolin; Feng Suihua; Li Shuyuan; Zhang Jianguo; Zhao Lijian; Wei Fengxiang,02/05/2025,,"10.1186/s12911-025-02999-5
10.1016/j.ejogrb.2013.05.005
10.1038/s41572-023-00417-6
10.1056/NEJMoa1704559
10.1016/j.ajog.2015.02.018
10.1016/j.placenta.2011.05.006
10.1016/j.ajog.2019.11.1247
10.1111/1471-0528.14970
10.1002/uog.23645
10.1016/j.ajog.2019.09.041
10.1016/j.ajogmf.2020.100100
10.1038/s41746-022-00612-x
10.1136/bmjopen-2023-074705
10.1097/HJH.0000000000002564
10.1517/14728222.2015.1088004
10.1111/j.1471-0528.2008.01978.x
10.3109/14767058.2014.923394
10.1093/humrep/dev044
10.3109/10641955.2010.507848
10.1016/j.numecd.2021.01.003
10.1016/j.kint.2020.05.056
10.1111/j.1600-0897.2010.00960.x
10.1038/s41598-022-13606-2
10.1515/jpm-2017-0188
10.31486/toj.21.0026
10.1186/s12884-023-05661-y",,"40312361
23746796
36797292
28657417
25724400
21652068
31733203
29032578
31589866
37696628
32694334
26389556
25759495
20822424
33618920
32650020
21352397
29267172
34984051",262,BMC medical informatics and decision making,"40312361
23746796
36797292
28657417
25724400
21652068
31733203
29032578
31589866
37696628
32694334
26389556
25759495
20822424
33618920
32650020
21352397
29267172
34984051",0
pubmed,Digital health tools in juvenile idiopathic arthritis: a systematic literature review.,"Nowadays, digital health technologies, including mobile apps, wearable technologies, social media, websites, electronic medical records, and artificial intelligence, are impacting disease management and outcomes. We aimed to analyse the characteristics and use of digital health tools in juvenile idiopathic arthritis (JIA).
We conducted a systematic review (SR) to identify articles examining the characteristics, use, and outcomes (feasibility, usability, and effectiveness) of digital health tools in JIA patients. A sensitive search strategy was performed in Medline, Embase, and Cochrane databases until December 2022 (later updated to March 2024). Two reviewers independently selected the studies and collected the data, including study quality. A descriptive analysis was performed.
A total of 21 studies were included, one SR, six randomised controlled trials, four observational studies, four validation studies, one discovery and verification study, and five qualitative studies. Study quality was generally moderate. Most studies focused on patients with JIA (especially young people), but also on parents and health care professionals. Different digital health technologies were investigated, like websites, mobile apps, wearables, and telemedicine. The main objectives of the tools were self-management, symptom and quality of life monitoring, physical activity tracking, disease knowledge improvement, and medication monitoring. Different themes and contents were usually included in the same digital health tool, such as psychological health, lifestyle, intimacy, or shared decision-making. Tool development and validation processes were poorly or not at all described, and data regarding regulatory compliance, security, or privacy were scarce.
There is significant variability in the type, characteristics, objectives, and contents of digital health tools for JIA. They still show limitations and gaps, thus highlighting the need for better critical assessment and reporting.",Anton Jordi; Montoro María; Loza Estíbaliz; Otón Teresa; Ramirez Susan; Benavent Diego,02/05/2025,,"10.1186/s12969-025-01094-3
10.1016/j.jbspin.2013.09.003
10.1155/2010/820407
10.1186/1546-0096-8-20
10.1002/acr.24839
10.1002/art.42037
10.1136/annrheumdis-2018-213030
10.1002/acr.21695
10.1093/rheumatology/keu414
10.1002/acr2.11238
10.2196/mhealth.9179
10.2196/jmir.7731
10.2196/29787
10.2196/mhealth.7229
10.1186/2046-4053-4-1
10.1136/bmj.g7647
10.1136/bmj.j4008
10.1016/0197-2456(95)00134-4
10.7326/0003-4819-155-8-201110180-00009
10.1177/1049732302238251
10.1007/s12456-010-0055-7
10.1186/s12969-018-0265-6
10.1186/s12969-017-0201-1
10.2196/30457
10.1093/jpepsy/jsy066
10.1186/s12969-021-00527-z
10.1542/peds.2012-0958
10.1186/s12969-018-0282-5
10.1097/MNM.0000000000001822
10.1093/rheumatology/keaa178
10.2196/12952
10.2196/14503
10.3389/fphar.2020.01164
10.3389/fphar.2019.01155
10.1186/s12969-018-0287-0
10.1016/j.ebiom.2023.104946
10.1186/s12969-016-0108-2
10.2196/16234
10.4067/S0370-41062018000100059
10.1007/s40271-020-00458-z
10.1038/s41584-020-0461-x
10.11124/JBIES-21-00139
10.1186/s41927-023-00362-7",,"40312331
24210707
20195556
20615240
35233989
35233993
29643108
22504867
25504895
33710801
29351898
29615385
35551065
28811270
25554246
25555855
28935701
8721797
22007046
12448672
29029616
35107431
30204919
33752695
23296436
30348203
38312058
32613229
31267979
32012051
32848772
31649533
30409209
38194741
27590668
32723728
29664504
33033937
32709998
34669687
37749656",269,Pediatric rheumatology online journal,"40312331
24210707
20195556
20615240
35233989
35233993
29643108
22504867
25504895
33710801
29351898
29615385
35551065
28811270
25554246
25555855
28935701
8721797
22007046
12448672
29029616
35107431
30204919
33752695
23296436
30348203
38312058
32613229
31267979
32012051
32848772
31649533
30409209
38194741
27590668
32723728
29664504
33033937
32709998
34669687
37749656",0
pubmed,Advancing Colorectal Cancer Diagnostics from Barium Enema to AI-Assisted Colonoscopy.,"Colorectal cancer (CRC) remains a major global health burden, necessitating continuous advancements in diagnostic methodologies. Traditional screening techniques, including barium enema and fecal occult blood tests, have been progressively replaced by more precise modalities, such as colonoscopy, liquid biopsy, and artificial intelligence (AI)-assisted imaging. ",Chitca Dumitru-Dragos; Popescu Valentin; Dumitrescu Anca; Botezatu Cristian; Mastalier Bogdan,01/05/2025,,10.3390/diagnostics15080974,,40310348,44,"Diagnostics (Basel, Switzerland)",40310348,0
pubmed,Framework to Assist Stakeholders in Technology Evaluation for Recovery (FASTER) to Mental Health and Wellness.,"Mental health mobile applications (apps) have the potential to expand the provision of mental health and wellness services to underserved populations. There is a lack of guidance on how to choose wisely from the thousands of mental health apps without clear evidence of safety, efficacy, and consumer protections. We propose the Framework to Assist Stakeholders in Technology Evaluation for Recovery (FASTER) to Mental Health and Wellness to support agencies and individuals working in mental health, as well as users of mental health apps, in making informed decisions recommending the use of, or using mental health and wellness apps. The framework was developed through a systematic process including a review of existing frameworks and the literature, interviews with key informants, public stakeholder feedback, and iterative application and refinement of the framework to 45 apps. It comprises three sections: Section 1. Risks and Mitigation Strategies, assesses the integrity and risk profile of the app; Section 2. Function, focuses on descriptive aspects related to accessibility, costs, developer credibility, evidence and clinical foundation, privacy/security, usability, functions for remote monitoring of the user, access to crisis services, and artificial intelligence (AI); and Section 3. Mental Health App Features focuses on specific mental health app features, such as journaling and mood tracking. The framework facilitates an assessment of the level of risk posed by the app against the evidence on the effectiveness of the app and its safety features, recognizing that given vast variations in health apps, a 'one size fits all' approach is likely to be insufficient. Future application, testing, and refinements may be required to determine the framework's suitability and reliability across multiple mental health conditions.",Agarwal Smisha; Jalan Madhu; Hill Rachel; Pantalone Emily; Thrul Johannes; Sharma Ritu; Wilcox Holly C; Robinson Karen A,01/05/2025,,10.1186/s12913-025-12418-0,,"40307807
32432695
24337499
32115797
23855750
34505369
29101095
28941113
28456072
28527495
30326025
27920321
32063750
31852455
31002321
25599627
29685865
30242818
27287964
32968785
32952992",272,BMC health services research,"40307807
32432695
24337499
32115797
23855750
34505369
29101095
28941113
28456072
28527495
30326025
27920321
32063750
31852455
31002321
25599627
29685865
30242818
27287964
32968785
32952992",0
pubmed,Precision nutrition for cardiometabolic diseases.,"Precision nutrition is a vibrant and rapidly evolving field of scientific research and innovation with the potential to deliver health, societal and economic benefits by improving healthcare delivery and policies. Advances in deep phenotyping technologies, digital tools and artificial intelligence have made possible early proof-of-concept research that expands the understanding of within- and between-person variability in responses to diet. These studies illustrate the promise of precision nutrition to complement the traditional 'one size fits all' dietary guidelines, which, while considering broad life-stage and disease-specific nutritional requirements, often lack the granularity to account fully for individual variations in nutritional needs and dietary responses. Despite these developments, however, considerable challenges remain before precision nutrition can be implemented on a broader scale. This Review examines the current state of precision nutrition research, with a focus on its application to reducing the incidence and burden of cardiometabolic diseases. We critically examine the evidence base, explore the potential benefits and discuss the challenges and opportunities ahead.",Guasch-Ferré Marta; Wittenbecher Clemens; Palmnäs Marie; Ben-Yacov Orly; Blaak Ellen E; Dahm Christina C; Fall Tove; Heitmann Berit L; Licht Tine R; Löf Marie; Loos Ruth; Patel Chirag J; Quarta Carmelo; Redman Leanne M; Segal Eran; Segata Nicola; Snyder Michael; Sun Qi; Tobias Deirdre K; Hu Frank B; Franks Paul W; Landberg Rikard; Sargent Jennifer L; Merino Jordi,01/05/2025,,"10.1038/s41591-025-03669-9
10.1038/s41591-022-02027-3
10.1161/CIR.0000000000001031
10.1007/s00125-023-05894-8
10.1159/000528083
10.1056/NEJMra2214275
10.1001/jama.2020.13601
10.1016/S2213-8587(23)00165-1
10.1038/s41591-024-03098-0
10.1016/S2213-8587(18)30037-8
10.1136/bmj-2023-076810
10.1016/S0140-6736(18)31788-4
10.1111/josh.12683
10.1016/j.clnu.2022.01.024
10.1177/1559827614521755
10.2337/dci18-0014
10.1007/s00125-022-05658-w
10.1016/S0140-6736(20)30752-2
10.1001/jama.2020.0878
10.1016/j.advnut.2024.100194
10.1136/bmj.m545
10.1056/NEJMe2313282
10.1001/jamanetworkopen.2024.35425
10.1126/science.aaf5094
10.1007/s00125-021-05608-y
10.1038/s41591-020-0934-0
10.1001/jama.2018.6621
10.1126/science.aab2319
10.1136/bmj.j5644
10.1056/NEJMoa1203039
10.1056/NEJMoa1605086
10.2337/db19-0097
10.1371/journal.pmed.1003972
10.1136/bmj.l4292
10.1016/j.gde.2018.02.001
10.1038/s41591-023-02260-4
10.1038/nature12820
10.1038/s41591-020-01223-3
10.1136/gutjnl-2019-320438
10.1038/s41586-023-05989-7
10.1038/s42255-023-00777-z
10.1038/s41586-020-2199-7
10.1016/j.cell.2015.03.008
10.1016/j.cmet.2018.05.018
10.1038/ncomms13055
10.1038/s41380-023-02107-x
10.1056/NEJMra1812053
10.1038/nn.4495
10.1016/j.cmet.2024.01.003
10.1038/s41586-018-0571-7
10.1007/s00125-022-05721-6
10.1016/j.cmet.2022.12.002
10.1038/s41591-022-01790-7
10.1016/S2213-8587(23)00384-4
10.1016/j.cell.2015.11.001
10.2337/dc21-0162
10.1038/s41591-024-02951-6
10.1038/s42255-023-00960-2
10.1016/j.mcpdig.2024.05.007
10.1017/S0007114509990602
10.1093/aje/kwu306
10.1038/s42255-024-01067-y
10.1016/S2213-8587(16)30419-3
10.1016/j.ebiom.2020.102932
10.1093/eurheartj/ehaa209
10.1038/s41591-024-03124-1
10.1093/nutrit/nuad119
10.1056/NEJMra1816604
10.3945/an.115.010595
10.1136/bmj.m2470
10.3945/ajcn.2008.26285
10.1001/jama.2019.11169
10.1038/s41586-023-06388-8
10.1016/j.cell.2024.09.022
10.1038/s41467-018-03109-y
10.1161/CIRCGEN.118.001947
10.1038/2404
10.1016/S0140-6736(15)60327-0
10.1007/s40615-022-01487-0
10.1038/s41746-024-01172-y
10.1371/journal.pone.0170581
10.1016/j.jand.2018.11.010
10.2196/jmir.4836
10.2196/51980
10.1177/20552076231203630
10.1186/s12966-023-01405-5
10.2196/45983
10.1016/j.ahj.2024.05.008
10.1016/j.cct.2018.11.004
10.1001/jamanetworkopen.2019.6789
10.1093/advances/nmac043
10.1038/s43016-024-00959-2
10.3390/nu15143247
10.1136/gutjnl-2022-329201
10.1007/s00394-023-03241-6",,"40307513
36202998
34724806
36521448
38598796
32766768
37804856
38992127
29433995
37813430
30660336
30203478
35306388
30202257
29934477
35150287
32207798
38616067
32184211
39348126
27846494
34845532
32528151
29852046
26383953
29321156
22998338
27959714
31636172
35472203
31345923
29459268
36932240
24336217
33574608
32075887
37165188
37165176
32322067
25815990
29909968
27701398
37217678
30699320
28166221
38325338
30305740
35593923
36599304
35534565
38142706
26590418
34301736
38714898
38278944
40206113
19594967
25656531
38956322
28089709
32763829
32406924
38992128
37791499
32706535
26980822
32591334
20089734
31403656
37612393
39486399
29459775
30354344
9771698
26312834
36536164
38969775
28152012
30686742
38335013
37766904
36810069
37147188
38759910
30414448
31290988
35802522
38561460
37513665
37137684
37709944",161,Nature medicine,"40307513
36202998
34724806
36521448
38598796
32766768
37804856
38992127
29433995
37813430
30660336
30203478
35306388
30202257
29934477
35150287
32207798
38616067
32184211
39348126
27846494
34845532
32528151
29852046
26383953
29321156
22998338
27959714
31636172
35472203
31345923
29459268
36932240
24336217
33574608
32075887
37165188
37165176
32322067
25815990
29909968
27701398
37217678
30699320
28166221
38325338
30305740
35593923
36599304
35534565
38142706
26590418
34301736
38714898
38278944
40206113
19594967
25656531
38956322
28089709
32763829
32406924
38992128
37791499
32706535
26980822
32591334
20089734
31403656
37612393
39486399
29459775
30354344
9771698
26312834
36536164
38969775
28152012
30686742
38335013
37766904
36810069
37147188
38759910
30414448
31290988
35802522
38561460
37513665
37137684
37709944",0
pubmed,IoT driven healthcare monitoring with evolutionary optimization and game theory.,"In this paper the game theory procedures are applied for healthcare monitoring systems and it is analysed using two types of evolutionary algorithms that incorporate Artificial Intelligence (AI) based events. As most of the existing approaches face challenges in establishing real-time connectivity, optimizing decision-making processes, and minimizing latency in Internet of Things (IoT)-based healthcare applications the limitations needs to be addressed. Hence with analytical equivalences that are crucial in game theory, a unique system model is developed using a deterministic framework where four key performers are strategically connected to improve decision-making and security against potential data breaches. By incorporating two evolutionary algorithms, the proposed approach optimizes the state of action for each participant while reducing energy consumption and processing delay. The model is validated through four case studies, demonstrating an average improvement of 60% over existing methodologies. These findings highlight the effectiveness of integrating game theory with evolutionary optimization to enhance real-time healthcare monitoring.",Selvarajan Shitharth; Manoharan Hariprasath; Al-Shehari Taher; Alsadhan Nasser A; Singh Subav,01/05/2025,,10.1038/s41598-025-99129-y,,"40307361
34833686
27617905
34714760
34814300",154,Scientific reports,"40307361
34833686
27617905
34714760
34814300",0
pubmed,Synergistic detection of E. coli using ultrathin film of functionalized graphene with impedance spectroscopy and machine learning.,"Bacterial detection and classification are critical challenges in healthcare, environmental monitoring, and food safety, demanding selective and efficient methods. This study presents a novel, label-free approach for E. coli detection using ultrathin Langmuir-Blodgett films of octadecylamine functionalized (ODA)-functionalized graphene on gold electrodes, with a detection range spanning [Formula: see text] colony-forming units/mL (CFU/mL). Electrochemical impedance spectroscopy (EIS) was performed on six bacterial strains, representing Gram-negative and Gram-positive classes, to evaluate selectivity. The method achieved a remarkably low detection limit of 2.5 CFU/mL for E. coli, with its EIS spectra exhibiting distinct features compared to other bacterial strains. The pronounced differences enabled perfect classification using the Bagging Classifier, achieving no false positives. Machine learning (ML) algorithms applied to raw impedance data improved detection precision and reliability, enabling automated and accurate analysis. These findings establish a robust framework for rapid and selective E. coli detection, crucial for ensuring food and water safety. The integration of ML significantly improves detection accuracy, reduces analysis time, and minimizes human error, paving the way for scalable, cost-effective diagnostic tools for diverse biological and environmental applications.",Kumar Amrit; Mishra Shweta; Gupta R K; Manjuladevi V,01/05/2025,,10.1038/s41598-025-00121-3,,"40307277
31714666
35229605
21683572
20494367
24202553
23869401
23480816
33803016
24155272
18772914
21692470
21207942
25391809
28225595
29756447
32288600
25706307
29756774
30679621
11544354
23803788
25628612
16959965
37543133
31741076
23811484
17471505
16885294
18330564
27081680
29158131
20961052
18778376",179,Scientific reports,"40307277
31714666
35229605
21683572
20494367
24202553
23869401
23480816
33803016
24155272
18772914
21692470
21207942
25391809
28225595
29756447
32288600
25706307
29756774
30679621
11544354
23803788
25628612
16959965
37543133
31741076
23811484
17471505
16885294
18330564
27081680
29158131
20961052
18778376",0
pubmed,New Performance Measurement Framework for Realizing Patient-Centered Clinical Decision Support: Qualitative Development Study.,"Patient-centered clinical decision support (PC CDS) exists on a continuum that reflects the degree to which its knowledge base, data, delivery, and use focus on patient needs and experiences. A new focus on value-based, whole-person care has resulted in broader development of PC CDS technologies, yet there is limited information on how to measure their performance and effectiveness. To address these gaps, there is a need for more measurement guidance to assess PC CDS interventions.
This paper presents a new framework that incorporates patient-centered principles into traditional health IT and clinical decision support (CDS) evaluation frameworks to create a unified guide to PC CDS performance measurement.
We conducted a targeted literature review of 147 sources on health IT, CDS, and PC CDS measurement and evaluation to develop the framework. Sources were reviewed if they included the sociotechnical components relevant to PC CDS, covered the full IT life cycle of PC CDS, and addressed measurement considerations at different user and system levels. We then validated and refined the measurement framework through key informant interviews with 6 experts in measurement, CDS, and clinical informatics. Throughout the framework development, we gathered feedback from a 7-member expert committee on the methods, findings, and the framework's relevance and application.
The PC CDS performance measurement framework includes 6 domains: safe, timely, effective, efficient, equitable, and patient centered. The 6 domains contain 34 subdomains that can be selected to assess performance, depending on the type of PC CDS intervention or the specific research focus. In addition, there are 4 levels of aggregation at which subdomains can be measured (individual, population, organization, or IT system) that account for the multilevel impact of PC CDS. We provide examples of measures and approaches to patient centeredness for each subdomain, followed by 2 illustrative use cases demonstrating the framework application.
This framework can be used by researchers, health system leaders, informaticians, and patients to understand the full breadth of performance and impact of PC CDS technology. The framework is significant in that it (1) covers the entire PC CDS life cycle, (2) has a direct focus on the patient, (3) covers measurement at different levels, (4) encompasses 6 independent but related domains, and (5) requires additional research and development to fully characterize all domains and subdomains. As the field of PC CDS matures, researchers and evaluators can build upon the framework to assess which components of PC CDS technologies work; whether PC CDS technologies are being used as anticipated; and whether the intended outcomes of delivering evidence-based, patient-centered care are being achieved.",Dullabh Prashila; Zott Courtney; Gauthreaux Nicole; Swiger James; Lomotan Edwin; Sittig Dean F,01/05/2025,,10.2196/68674,,40306630,421,Journal of medical Internet research,40306630,0
pubmed,Using Machine Learning to Predict Cognitive Decline in Older Adults From the Chinese Longitudinal Healthy Longevity Survey: Model Development and Validation Study.,"Cognitive impairment, indicative of Alzheimer disease and other forms of dementia, significantly deteriorates the quality of life of older adult populations and imposes considerable burdens on families and health care systems worldwide. The early identification of individuals at risk for cognitive impairment through a convenient and rapid method is crucial for the timely implementation of interventions.
The objective of this study was to explore the application of machine learning (ML) to integrate blood biomarkers, life behaviors, and disease history to predict the decline in cognitive function.
This approach uses data from the Chinese Longitudinal Healthy Longevity Survey. A total of 2688 participants aged 65 years or older from the 2008-2009, 2011-2012, and 2014 Chinese Longitudinal Healthy Longevity Survey waves were included, with cognitive impairment defined as a Mini-Mental State Examination (MMSE) score below 18. The dataset was divided into a training set (n=1331), an internal test set (n=333), and a prospective validation set (n=1024). Participants with a baseline MMSE score of less than 18 were excluded from the cohort to ensure a more accurate assessment of cognitive function. We developed ML models that integrate demographic information, health behaviors, disease history, and blood biomarkers to predict cognitive function at the 3-year follow-up point, specifically identifying individuals who are at risk of experiencing significant declines in cognitive function by that time. Specifically, the models aimed to identify individuals who would experience a significant decline in their MMSE scores (less than 18) by the end of the follow-up period. The performance of these models was evaluated using metrics including accuracy, sensitivity, and the area under the receiver operating characteristic curve.
All ML models outperformed the MMSE alone. The balanced random forest achieved the highest accuracy (88.5% in the internal test set and 88.7% in the prospective validation set), albeit with a lower sensitivity, while logistic regression recorded the highest sensitivity. SHAP (Shapley Additive Explanations) analysis identified instrumental activities of daily living, age, and baseline MMSE scores as the most influential predictors for cognitive impairment.
The incorporation of blood biomarkers, along with demographic, life behavior, and disease history into ML models offers a convenient, rapid, and accurate approach for the early identification of older adult individuals at risk of cognitive impairment. This method presents a valuable tool for health care professionals to facilitate timely interventions and underscores the importance of integrating diverse data types in predictive health models.",Ren Hao; Zheng Yiying; Li Changjin; Jing Fengshi; Wang Qiting; Luo Zeyu; Li Dongxiao; Liang Deyi; Tang Weiming; Liu Li; Cheng Weibin,30/04/2025,,10.2196/67437,,40305830,394,JMIR aging,40305830,0
pubmed,Artificial Intelligence in Spine Surgery: Imaging-Based Applications for Diagnosis and Surgical Techniques.,"Artificial intelligence (AI) has rapidly proliferated though medicine with many novel applications to improve patient care and optimize healthcare delivery. This review investigates recent literature surrounding the influence of AI imaging technologies on spine surgical practice and diagnosis.
Robotic-assisted pedicle screw placement has been shown to increase the rate of clinically acceptable screw placement while increasing operative time. AI technologies have also shown promise in creating 3D spine imaging while reducing patient radiation exposure. Several models using various imaging modalities have been shown to reliably identify vertebral osteoporotic fractures, stenosis and spine cancers. Complex spinal anatomy and pathology as well as integration of robotics make spine surgery a promising field for the deployment of AI-based imaging technologies. Imaging-based AI projects show potential to enhance diagnostic and surgical efficiency, facilitate trainee learning and improve operative outcomes.",MacLeod James S; Compton Tyler; Bakaes Yianni; Chopra Avani; Akwuole Frances; Christenson Cole; Hsu Wellington,30/04/2025,,"10.1007/s12178-025-09972-9
10.1186/s12893-024-02646-2
10.1097/00007632-200109010-00011
10.1007/s00586-017-4956-3
10.3171/2023.3.SPINE2329
10.1016/j.spinee.2020.09.007
10.14245/ns.2448388.194
10.1007/s11548-017-1652-z
10.3389/fsurg.2023.1247527
10.4103/jcvjs.jcvjs_94_21
10.14444/5081
10.1186/s12891-024-08052-2
10.1016/j.ejrad.2021.109999
10.1016/j.ejrad.2022.110414
10.3171/2022.1.FOCUS21721
10.1186/s13643-024-02723-w
10.1002/rcs.2500
10.23736/S0390-5616.20.04957-7
10.1007/s00586-023-08094-5
10.1097/BRS.0000000000003704
10.1007/s12178-021-09728-1
10.1038/s41598-021-83506-4
10.1038/s41598-021-89241-0
10.3171/2018.12.SPINE181397
10.1097/BRS.0b013e31816043d1
10.1016/j.surneu.2003.08.022
10.4103/jcvjs.JCVJS_37_20
10.1016/j.ocl.2022.11.008
10.1002/jbmr.4814
10.21037/qims-22-433
10.1002/jbmr.4879
10.1016/j.media.2022.102646
10.1016/j.compbiomed.2018.05.011
10.1007/s00586-022-07431-4
10.1097/BRS.0000000000004307
10.1016/j.spinee.2021.03.006
10.1016/j.spinee.2024.06.009
10.1177/21925682241261342
10.1097/BRS.0000000000003749
10.1097/BRS.0000000000003353
10.1007/s00330-021-08014-5
10.3389/fonc.2023.1151073
10.1038/s41598-019-42579-y
10.1007/s00586-022-07121-1
10.20517/ais.2024.29
10.1016/j.arthro.2024.01.043",,40304942,135,Current reviews in musculoskeletal medicine,40304942,0
pubmed,"A Current Review of Generative AI in Medicine: Core Concepts, Applications, and Current Limitations.","This review aims to offer a foundational overview of Generative Artificial Intelligence (AI) for healthcare professionals without an engineering background. It seeks to aid their understanding of Generative AI's current capabilities, applications, and limitations within the medical field.
Generative AI models, distinct from discriminative models, are designed to create novel synthetic data. Key model families discussed include diffusion models for generating images and videos, Large Language Models (LLMs) for text, and Large Multimodal Models (LMMs) capable of processing multiple data types. Recent applications in healthcare are diverse, encompassing general uses like generating synthetic medical images, automating clinical documentation, and creating synthetic audio/video for training. More specialized applications include leveraging Generative AI models as backbones for diagnostic aids, enhancing information retrieval through Retrieval-Augmented Generation (RAG) pipelines, and coordinating multiple AI agents in complex workflows. Generative AI holds significant transformative potential in medicine, enhancing capabilities across imaging, documentation, education, and decision support. However, its integration faces substantial challenges, including models' knowledge limitations, the risk of generating incorrect or uncertain ""hallucinated"" outputs, inherent biases from training data, difficulty in interpreting model reasoning (""black box"" nature), and navigating complex regulatory and ethical issues. This review offers a balanced perspective, acknowledging both the promise and the hurdles. While Generative AI is unlikely to fully replace physicians, understanding and leveraging these technologies will be crucial for medical professionals navigating the evolving healthcare landscape.",Rouzrokh Pouria; Khosravi Bardia; Faghani Shahriar; Moassefi Mana; Shariatnia M Moein; Rouzrokh Parsa; Erickson Bradley,30/04/2025,,10.1007/s12178-025-09961-y,,"40304941
37460753
39468277
39576636
39321458
38312403
39377669
39300208
38528697",227,Current reviews in musculoskeletal medicine,"40304941
37460753
39468277
39576636
39321458
38312403
39377669
39300208
38528697",0
pubmed,Artificial intelligence applications in the management of musculoskeletal disorders of the shoulder: A systematic review.,"The aim of the present review is to evaluate and report on the available literature discussing artificial intelligence (AI) applications to the diagnosis of shoulder conditions, outcome prediction of shoulder interventions, and the possible application of such algorithms directly to surgical procedures.
In February 2024, a search of PubMed, Cochrane and Scopus databases was performed. Studies had to evaluate AI model effectiveness for inclusion. Research on healthcare cost predictions, deterministic algorithms, patient satisfaction, protocol studies and upper-extremity fractures not involving the shoulder were excluded. The Joanna Briggs Institute Critical Appraisal tool and the Risk of Bias in Non-randomised Studies of Interventions tools were used to assess bias.
Thirty-three studies were included in the analysis. Seven studies analysed the detection of rotator cuff tears (RCTs) in magnetic resonance imaging and found area under the curve (AUC) values ranged from 0.812 to 0.94 for the detection of RCTs. One study reported Area Under the Receiver Operating Characteristics values ranging from 0.79 to 0.97 for the prediction of clinical outcomes following reverse total shoulder arthroplasty. In terms of outcomes of rotator cuff repair, an AUC value ranging from 0.58 to 0.68 was reported for prediction of patient-reported outcome measures, and an AUC range of 0.87-0.92 was found for prediction of retear rate. Five studies evaluated the identification of shoulder implant models following TSA from radiographs, with reported accuracy ranging from 89.90% to 97.20%.
AI application enables forecasting of clinical outcomes, permits refined diagnostic evaluation and increases surgical accuracy. While promising, the translation of these technologies into routine clinical practice requires careful consideration.
Level IV.",Longo Umile Giuseppe; Marino Martina; Nicodemi Guido; Pisani Matteo Giuseppe; Oeding Jacob F; Ley Christophe; Papalia Rocco; Samuelsson Kristian,30/04/2025,,"10.1002/jeo2.70248
10.3390/coatings11030346",,"40303836
37868215
37994940
37714046
37703989
32868011
31663914
37565449
35330785
35669619
35536218
17497128
36411845
31383411
37308995
34437948
34014379
32822878
32332242
34813889
37172888
35024899
37892075
37200275
26107943
38430978
36629889
34465332
37761282
27933383
34223417
34888391
21822101
39144578
34386682
34536635
37726561
36958524
37716627
33782057
38420225
37625694
16488235
38095688
35327056
35055427
34072079
34409553",261,Journal of experimental orthopaedics,"40303836
37868215
37994940
37714046
37703989
32868011
31663914
37565449
35330785
35669619
35536218
17497128
36411845
31383411
37308995
34437948
34014379
32822878
32332242
34813889
37172888
35024899
37892075
37200275
26107943
38430978
36629889
34465332
37761282
27933383
34223417
34888391
21822101
39144578
34386682
34536635
37726561
36958524
37716627
33782057
38420225
37625694
16488235
38095688
35327056
35055427
34072079
34409553",0
